Artist,Genre
billy idol,punk
billy ocean,rnb
billy talent,alternative
bishop briggs,alternative
biting elbows,russian
black coffee,funk
black days,Greek
black eyed peas,Hip-Hop
black light burns,rock
black pistol fire,rock
black rain,hard rock
black rebel motorcycle club,alternative rock
black sabbath,rock
black smoke trigger,blues rock
black star riders,heavy metal
black veil brides,emo
blacklite district,rock
blake shelton,My Country
bleeker,liszaj radio
blind guardian,symphonic metal
blind pigs,brazilian punk
blink-182,alternative
blondie,pop
blood red shoes,british
bloodywood,india
blossoms,rock
blue stahli,electronic
blue swede,oldies
blues pills,hard rock
blues saraceno,rock
blues traveler,jam band
blur,british
body count,rap metal
boikot,Spanish Rock
bon jovi,Glam Metal
bonnie tyler,classic rock
bowling for soup,alternative
boxcar racer,emo
boys like girls,indie
brand new,indie
breaking benjamin,metal
breakout,classic rock
bring me the horizon,metal
britney spears,legend
brody dalle,musicians I would bang
bruno mars,slow jams
brutto,alternative
buckcherry,Grunge
buckethead,Progressive rock
bullet bane,punk
bush,90s
cpm 22,brazil
crx,american
csi,experimental
cab calloway,oldies
caesars,alternative
cage the elephant,punk rock
caju e castanha,Hip-Hop
cake,indie rock
calva louise,rock
cam cole,UK
caparezza,Hip-Hop
capital cities,rock
capital inicial,brazil
captives,indie rock
carl carlton,pop
cassia,rock
cassia eller,cassia eller
catfish and the bottlemen,rock
cefa,hardcore
chameleon,detroit techno
charles mingus,Post-Bop
charlie brown jr,skate punk
chase & status and blossoms,Drum and bass
cherri bomb,post-grunge
chester bennington,metal
chevelle,hard rock
chic,dance
chubby checker,rock n roll
chuck berry,rock
cinderella,rock
cleopatrick,alternative rock
comeback kid,punk
cracker blues,country
crash kings,alternative
creed,Grunge
creedence clearwater revival,folk
crown the empire,screamo
crucified barbara,metal
cry excess,industrial metal
cryptic fate,innovatrs of bangla rock
cult to follow,alternative
d-a-d,Glam Metal
diamante,alternative rock
dan croll,pop
dan owen,british
dandy warhols,jecks
dangerkids,Rap-Rock
danko jones,alternative
danzig,horror punk
darlia,alternative
darshan,psychedelic trance
darude,electronic
dashboard confessional,alternative
dave brubeck,instrumental
dayseeker,rock
dead fish,political
dead kennedys,political
dead posey,indie
dead sara,indie
death from above,hardcore
deb and the mentals,rock doido
declan mckenna,electronic
decyfer down,modern rock
deepfield,Post Grunge
def leppard,Glam Metal
default,hard rock
delain,dutch
demob happy,Garage Rock
demon hunter,hardcore
des rocs,indie
descendents,hardcore
devilskin,rock
dibob,punk
dick dale,classic rock
dinosaur pile-up,indie
dirty honey,american
dirty loops,experimental
disaster cities,bluesrock
discharge,hardcore
discrepancies,rock
disturbed,alternative
don broco,alternative
dona cislene,alternative
dope,rock
doro,metal
dorothy,Garage Rock
downplay,alternative
downset,alternative
dr. saxlove,american
drag me out,post-hardcore
dragged under,punk
dragonforce,Extreme Power Metal
dream state,alternative
dropkick murphys,irish
drowning pool,rock
drugs,black metal
dust in mind,Female fronted metal
dylan,Drum and bass
emf,alternative
erra,post-hardcore
etno,Nu Metal
eagles,country
eagles of death metal,alternative rock
"earth, wind & fire",rnb
eddy grant,dance
edith piaf,oldies
ego kill talent,hard rock
egypt central,alternative
elvis presley,rock n roll
elyose,symphonic metal
eminem,pop
ennio morricone,italian
escape the fate,emo
eskimo callboy,experimental
europe,Glam Metal
evanescence,alternative
evans blue,alternative metal
evarose,british
every time i die,screamo
exodus,heavy metal
extreme,metal
fever 333,rock
fabulous bandits,vi ao vivo
face to face,rock
fall out boy,punk
fallcie,Melodic Death Metal
falling in reverse,ronnie radke
false heads,Garage Punk
fantastic negrito,rock
far from alaska,female vocalist
feeder,alternative rock
felicity,Soundtrack
fergie,dance
fidlar,skate punk
filter,industrial
finger eleven,canada
finley,pop
fire from the gods,experimental
fireflight,christian
fistt,Fistt
fit for rivals,punk
fitz and the tantrums,funk
five finger death punch,hardcore
flamenco,Gothic Metal
flaw,rock
flyleaf,hard rock
focus,Progressive
footloose,Southern Rock
forfun,reggae
framing hanley,indie
fresno,emocore
from ashes to new,Nu Metal
fuel,hard rock
fugazi,indie rock
fun.,rock
funkadelic,rock
fused,pop punk
gabriel o pensador,brazil
gary glitter,glam
george baker,dutch
george clinton,jazz
ghost,psychedelic
ghosts of august,alternative rock
giant rooks,indie
glenn miller,oldies
gloria,metalcore
gnarls barkley,Hip-Hop
godsmack,alternative
gojira,metal
goldfrapp,dance
good charlotte,alternative
goodbye june,Nashville
goody grace,singer-songwriter
gorky park,glam rock
gotthard,swiss
grand funk railroad,funk
green day,pop punk
grimes,canada
grinspoon,alternative rock
grumpster,punk
guano apes,german
guess who,Romanian
guns n' roses,metal
haim,indie rock
him,metal
halestorm,alternative metal
halfnoise,indie pop
halocene,pop rock
halsey,female vocalist
hands off gretel,riot grrrl
hatebreed,moshcore
have no heroes,skatepunk
haymaker,Oi
helia,Nintendocore
hell or highwater,melodic hardcore
helloween,german
hellyeah,hard rock
helmet,alternative
herb alpert,chill
highly suspect,hard rock
himalayas,rock
hit the lights,alternative
hole,alternative rock
hollow point heroes,United States
hollywood undead,emo
holy wars,indie rock
honey revenge,los angeles
hot chocolate,pop
hot mulligan,indie rock
hotel mira,FM
hourcast,metal
hudson,hudson
hushpuppies,rock
hämatom,metal
héroes del silencio,hard rock
i dont know how but they found me,indie rock
i prevail,metal
inxs,pop
iowa,russian
ice nine kills,rock
icon for hire,hard rock
idles,punk
il teatro degli orrori,alternative
imagine dragons,indie pop
imperial state electric,Garage Rock
in evil hour,england
in flames,swedish
incubus,indie
inocentes,brazil
instinto,hardcore punk
irie révoltés,french
iron maiden,hard rock
ivete sangalo,pop
jack white,folk
jade bird,indie
james brown,rnb
jane's addiction,hard rock
janes addiction,jane's addiction
jared dines,Progressive Metalcore
jerry cantrell,alternative
jerry lee lewis,classic rock
jet,indie rock
jimi hendrix,guitar
joan jett,punk
joe esposito,ytmnd
joe inoue,american
joe walsh,hard rock
joey ramone,alternative
john 5,industrial
john denver,classic rock
johnny cash,rock
judas priest,classic rock
junior senior,electronic
kongos,south african
kxm,Progressive rock
kyuss,rock
kaiser chiefs,rock
kaleo,alternative rock
kalevala,russian
kana-boon,indie rock
kane strang,folk
kasabian,rock
kennyhoopla,alternative
kent,alternative
killer be killed,hardcore
killing joke,rock
killswitch engage,Melodic Death Metal
kiss,80s
kix,rock
korn,Nu-metal
kobra and the lotus,female vocalist
l.a. guns,rock
l.s. dunes,Progressive rock
l7,rock
lacey sturm,post-grunge
lacuna coil,Gothic
lamb of god,death metal
led zeppelin,Progressive rock
ledger,Skillet
leeds,female vocalist
lenny kravitz,alternative rock
leo moracchioli,heavy metal
less than jake,punk rock
letlive,progressive hardcore
lisa,k-pop
liam gallagher,god
like a storm,alternative
lilith czar,industrial rock
lillasyster,hardcore
lily allen,singer-songwriter
lime cordiale,indie rock
limp bizkit,metal
lindemann,swedish
linea 77,alternative
linkin park,metal
lipps inc,70s
lit,punk
litfiba,alternative rock
liverpool,brazil
living in fiction,heavy alternative rock
loikaemie,punk rock
los fabulosos cadillacs,rock
lostprophets,emo
louis prima,jazz vocal
louna,russian alternative
loveless,female vocalist
lower than atlantis,post-hardcore
luciano pavarotti,Italian Opera
lucky chops,jazz
lupa,techno
lynyrd skynyrd,70s
mgmt,indie pop
monatik,dance
machine gun kelly,Hip-Hop
madball,metalcore
maeder,investigate
maglore,Bahia Rock
mamonas assassinas,humour
mancha verde,MEU PALMEIRAS VI JOGA
manic street preachers,indie
manowar,epic metal
mantra,psytrance
marilyn manson,alternative
maroon 5,alternative rock
marsicans,england
marvin gaye,rnb
massacration,metal
mastodon,sludge metal
matanza,country
maximun the hormone,mistagged
mayday parade,alternative rock
me first and the gimme gimmes,punk covers
medulla,brazil
megaraptor,Nintendocore
melvins,metal
memphis may fire,hardcore
metallica,rock
michael jackson,funk
mick jagger,male vocalists
mike shinoda,alternative
milan,azeri
millencolin,swedish
minerva,hardcore
mingus big band,genius
misfits,hardcore
missio,electronic
miyavi,Miyavi
mod sun,hippy hop
molho negro,brazil
molotov,latin
moptop,alternative
moscow death brigade,rap
motionless in white,metal
motley crue,80s
motorocker,heavy metal
mountain,Southern Rock
mowgly,breakbeat
mud,oldies
muddy waters,guitar
mudvayne,rock
mulamba,brazil
mushroomhead,industrial
mxpx,rock
my chemical romance,punk
my darkest days,alternative
myles kennedy,post-grunge
myrath,metal
måneskin,alternative rock
mötley crüe,rock
nofx,ska
nx zero,hardcore
nazareth,heavy metal
neck deep,alternative rock
neffex,american
nervosa,Brazilian thrash metal
nevermore,heavy metal
new found glory,rock
new years day,alternative rock
new york dolls,rock
nickelback,canada
nico vega,alternative
nightwish,Female fronted metal
nik nocturnal,canada
nine inch nails,electronic
nine lashes,Progressive rock
nirvana,90s
no doubt,female vocalist
no resolve,american
no vacancy,fictional
noize mc,russian rap
nonpoint,Nu-metal
norman greenbaum,oldies
northward,rock
nothing but thieves,indie
nothing more,alternative
o grilo,alternative rock
o surto,brazil
oasis,indie
ocean grove,australian
odio,raw punk
of mice & men,not screamo
official hige dandism,Soundtrack
oliver tree,pop rock
one ok rock,japanese rock
one republic,alternative rock
oomph!,rock
os seminovos,punk rock
our last night,emo
our waking hour,alternative
outkast,soul
ozzy osbourne,rock
p.o.d.,metal
palaye royale,indie rock
palina,3
palisades,emocore
panic! at the disco,indie
panicland,punk rock
pantera,Power metal
papa roach,metal
paramore,emo
parkway drive,australian
parliament,Psychedelic Soul
partizan,polish
patti labelle,70s
paul mccartney,pop
pearl jam,90s
pennywise,rock
pense,hardcore do terceiro mundo
periphery,Technical Metal
pillar,alternative
pitty,alternative rock
placebo,indie
player,Drum and bass
poison,classic rock
pokey lafarge,ragtime
polyphia,math rock
pomme,female vocalist
ponto nulo no céu,new metal
pop evil,alternative
poppy,electronic
porcupine,alternative
powerman 5000,rock
pretty vicious,punk rock
priestess,metal
primal fear,german
primus,funk
project46,metal
propagandhi,hardcore
prophets of rage,rap
psychedelic porn crumpets,australian
psycho synner,avantgarde
puddle of mudd,alternative
purgen,punk hardcore
queen,glam rock
queens of the stone age,hard rock
quiet riot,metal
rage against the machine,metal
red hot chili peppers,funk
rpm,brazil
run dmc,east coast rap
raimundos,brazil
rain paris,sexy
rainbow,metal
raised fist,punk
rammstein,rock
ramones,classic rock
rangers,Czech
rascal flatts,pop
raspberries,Soundtrack
ratos de porão,thrash metal
ratt,heavy metal
ravdina,english
ray charles,piano
real madrid,soccer
reckless love,finnish
red,alternative
red fang,hard rock
red sun rising,psychill
redbone,oldies
reel big fish,rock
refused,swedish
renee phoenix,female vocal
rev theory,alternative
richie kotzen,Fusion
riot,metal
rise of the northstar,rapcore
rival sons,classic rock
rivals,hardcore
rob zombie,rock
robert delong,american
rock mafia,funk
rockwell,dance
rolling stones,rock'n'roll
roma,Hip-Hop
romes,indie
ron gallo,indie
ronda,folk
roy orbison,rock
royal blood,blues rock
royal republic,Garage Rock
rumatera,punk
rupert holmes,one hit wonder
rush,Progressive
russkaja,austrian
shvpes,metal
soil,rock
sr-71,punk
sun,german
sabaton,swedish
saint asonia,alternative
saint motel,american
saliva,metal
sam fender,indie
sammy hagar,metal
san lorenzo,reggae
sandy e junior,brazil
sanitário sexy,brazil
santa cruz,finnish
santa esmeralda,rock
saturno,raw black metal
scalene,post-hardcore
scandal,new wave
scars on broadway,metal
seether,alternative
selvagens à procura de lei,rock
sepultura,heavy metal
seu cuca,seu cuca
sex pistols,rock
shaman's harvest,post-grunge
sheafs,punk rock
shinedown,alternative
sick of it all,punk
sick puppies,australian
sick tamburo,female vocalist
silverchair,australian
simple plan,emo
sin shake sin,music i tried but didnt like
sioux 66,brazil
sir sly,rock
sixx a.m.,great guitar and voice
skank,pop
skid row,rock
skillet,christian
skindred,rapcore
slaves,rock
slayer,heavy metal
sleep token,alternative rock
sleeping with sirens,hardcore
slipknot,Nu-metal
smash into pieces,swedish
smash mouth,pop
social distortion,rock
sonata arctica,symphonic metal
sons of texas,american
soulfly,metalcore
soundgarden,hard rock
spinal tap,metal
spinnerette,rock
spiritbox,canada
stabbing westward,alternative rock
starbenders,rock n roll
starset,rock
state champs,Pop-punk
static-x,rock
stealers wheel,oldies
steppenwolf,psychedelic
stereopony,female vocalist
stevie nicks,80s
stevie ray vaughan,rock
stevie wonder,rnb
stitched up heart,alternative
stolen byrds,brazil
stone sour,rock
stone temple pilots,90s
story untold,alternative rock
strange bones,Drum and bass
strike,dance
stromae,electronic
stu hamm,guitar
suasion,rock
sublime,alternative
sugar kane,punk
sum 41,alternative
sumo cyco,canada
supercombo,indie rock
supergrass,alternative
survivor,AOR
sweet,hard rock
system of a down,alternative
the s.l.p.,indie rock
tx2,The King
take the day,pop
taking back sunday,punk
talco,ska-punk
taproot,metal
tarja turunen,Classical
tasters,italian
tenacious d,alternative
the all-american rejects,punk
the amity affliction,screamo
the animal in me,metal
the animals,oldies
the armed,punk
the avalanche,dreampop
the band camino,pop
the beatles,pop
the best of me,noisecole
the black cheetahs,Avant-Garde
the black crowes,classic rock
the black keys,indie rock
the black moods,arizona rock
the blue stones,canada
the blues brothers,rock
the bombpops,american
the cadillac black,Southern Rock
the casualties,Oi
the chats,shed rock
the clash,classic rock
the coasters,rockabilly
the cult,classic rock
the damned things,alternative
the dandy warhols,alternative rock
the darkness,british
the dead daisies,australia
the dead weather,jack white
the devil wears prada,christian
the dirty youth,alternative
the distillers,alternative
the enemy,rock
the exploited,hardcore
the foundations,pop
the fratellis,alternative
the greenhornes,alternative
the hu,rock
the heavy,blues
the hives,swedish
the individuals,indie pop
the interrupters,punk rock
the isley brothers,rnb
the jackson 5,70s
the jon spencer blues explosion,alternative
the killers,alternative rock
the kinks,british invasion
the knack,80s
the lazys,punk rock
the letter black,alternative metal
the living end,rockabilly
the longshot,power pop
the marcels,rock n roll
the marvelettes,oldies
the messenger birds,rock
the misfits,old school
the motorleague,pop punk
the mysterines,indie pop
the native howl,heavy metal
the nearly deads,pop rock
the offspring,alternative rock
the one hundred,Nu Metal
the paranoyds,garage
the phantoms,indie
the pretty reckless,indie rock
the qemists,dnb
the raven age,alternative metal
the raveonettes,alternative
the red jumpsuit apparatus,screamo
the regrettes,pop punk
the rolling stones,blues
the sidh,Celtic Modern Music
the score,60s Psychedelic
the shelters,indiepop
the smashing pumpkins,90s
the sore losers,blues
the spinners,oldies
the starting line,alternative
the steve miller band,60s
the stone roses,alternative
the stray cats,rock n roll
the strokes,alternative rock
the struts,indie
the subways,rock
the sword,metal
the temperance movement,classic rock
the temptations,rnb
the turtles,pop
the undertones,rock
the veer union,alternative
the vines,alternative rock
the vintage caravan,icelandic
the von bondies,alternative
the warning,streetpunk
the weeknd,prog-rnb
the whispers,pop
the white stripes,indie rock
the who,hard rock
the wombats,britpop
theory of a deadman,alternative
these grey men,alternative metal
thousand below,american
thousand foot krutch,christian
three days grace,metal
thrice,hardcore
tihuana,brazil
tim maia,brazil
tinariwen,World Music
titãs,brazil
todd barriage,canada
tokio hotel,female vocalist
tom petty,folk
tommaso paradiso,Italy
tool,rock
toothgrinder,metalcore
toy dolls,punk'n'roll
train,indie
transplants,rap
trapdoor social,Awesome
trapt,post-grunge
trela,charlie brown jr
tremonti,speed metal
trivium,heavy metal
trust,darkwave
trust company,alternative metal
turisas,finnish
turnover,indie rock
twelve foot ninja,funk
twenty one two,rock
twin pumpkin,rock contemporaneo
twisted sister,rock
two feet,alternative
u2,alternative
ugly kid joe,metal
vampire weekend,alternative
van halen,heavy metal
vance joy,acoustic
vasco da gama,alternative
velvet revolver,alternative
vespas mandarinas,brazil
vesuvius,metal
vikings,dutch
village people,gay
violent new breed,horror punk
violet soda,brazil
vivendo do ócio,alternative
volbeat,elvis metal
vundabar,indie
war,rock
warlock,german
warrant,rock
waterparks,pop
we are harlot,alternative
weezer,indie rock
weird al yankovic,80s
wham,christmas
wheatus,indie
whiplash,metal
white reaper,punk
whitesnake,Glam Metal
wild cherry,rock
wildstreet,american
within temptation,Gothic
wolfmother,australian
written by wolves,modern rock
x ambassadors,indie pop
yellowcard,emo
yerba brava,yerba brava
yngwie malmsteen,guitar
yonaka,pop rock
you me at six,Power pop
young guns,alternative
youngblood hawke,alternative
younger hunger,american
your broken hero,rock
youth,psychill
yungblud,alternative
zsk,deutschpunk
zz top,hard rock
zac brown band,Country Favorites
zander,alternative
zebrahead,rock
zimbra,indie
[spunge],punk rock
jxdn,american
qbo,alternative
ария,rock
би-2,alternative
звери,pop
земфира,Zemfira
калевала,folk
король и шут,rock
любэ,lube
мастер,metal
мураками,kazan
муслим магомаев,jazz
океан ельзи,indie
папин олимпос,punk
полматери,mollycore
пасош,post-punk
порнофильмы,pop punk
слот,rapcore
элизиум,punk
††† (crosses),Deftones
